0,1,2,3
0.35,1.0,1.0,0.009509200855087328
0.36379310344827587,0.9805786548215302,0.9805786548215302,0.038465587091539945
0.37758620689655176,0.9246791135988522,0.9246791135988525,0.12180938697821173
0.3913793103448276,0.8206467979756252,0.8206467979756253,0.27691707311306313
0.4051724137931035,0.699889059794356,0.699889059794356,0.45696164137981965
0.4189655172413793,0.6030997870618462,0.6030997870618462,0.6012702636216453
0.43275862068965515,0.5413928766176834,0.5413928766176834,0.6932726000128547
0.44655172413793104,0.5049615019744634,0.5049615019744633,0.7475902049779036
0.46034482758620693,0.48215892747931854,0.48215892747931854,0.7815878579828498
0.47413793103448276,0.46602020914768344,0.4660202091476836,0.8056499894715687
0.48793103448275865,0.4532228353196134,0.45322283531961194,0.8247303207242517
0.5017241379310345,0.4422769509608151,0.44227695096081826,0.8410501612028705
0.5155172413793103,0.4325028052281514,0.4325028052281483,0.8556229900345345
0.5293103448275862,0.4235702448333822,0.42357024483336886,0.8689410515021981
0.5431034482758621,0.4153031434405353,0.41530314344049113,0.8812669423603229
0.556896551724138,0.40759629814758946,0.4075962981475314,0.8927575155887308
0.5706896551724139,0.4003792340398546,0.4003792340396735,0.9035178462393006
0.5844827586206897,0.3935998549211322,0.3935998549213309,0.913625607488267
0.5982758620689657,0.38721672114022154,0.38721672114043826,0.9231425840653349
0.6120689655172414,0.38119520262696055,0.3811952026270548,0.9321204079081238
0.6258620689655172,0.37550543712775075,0.3755054371273793,0.9406036023462513
0.6396551724137931,0.37012116379607507,0.37012116379588433,0.9486313211658512
0.6534482758620689,0.3650190009115791,0.3650190009108624,0.9562384255027172
0.6672413793103448,0.36017796098054805,0.36017796097987936,0.9634562068015895
0.6810344827586207,0.3555791005551266,0.3555791005499278,0.9703129089295713
0.6948275862068966,0.35120525175507694,0.35120525175399436,0.9768341284409278
0.7086206896551723,0.34704080697756545,0.34704080698054196,0.983043135605546
0.7224137931034482,0.34307154053492794,0.34307154053297095,0.9889611403177558
0.7362068965517241,0.3392844575712404,0.3392844575696485,0.9946075173318747
0.75,0.33566766414796906,0.3356676641481968,1.0
