model,PINN
model_id,PINN2D_rxn0p01_mb0p05
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,0.01
mu_mb,0.05
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,0
seed,0
loss_type,PINN
rmse_total,0.3849695688191659
violation,20.55031496646863
violation_original_nonlinear,1.2503606482458898
violation_rxn,0.9506574367200429
violation_mb,1.5500638597717367
prediction_time_sec,0.0003657476045191288
