model,PINN
model_id,PINN2D_rxn0p0001_mb0
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,0.0001
mu_mb,0.0
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,0
seed,0
loss_type,PINN
rmse_total,0.2411325176111418
violation,4.80178955672258
violation_original_nonlinear,1.0692250645633454
violation_rxn,1.7750839792195583
violation_mb,0.36336614990713234
prediction_time_sec,0.0003625396639108658
