model,PINN
model_id,PINN2D_rxn0p001_mb0p01
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,0.001
mu_mb,0.01
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,2
seed,2
loss_type,PINN
rmse_total,0.37581583046297046
violation,14.739371148281151
violation_original_nonlinear,2.6457113644040193
violation_rxn,3.9387296297347056
violation_mb,1.352693099073333
prediction_time_sec,0.00035776011645793915
