model,PINN
model_id,PINN2D_rxn1em06_mb0p01
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,1e-06
mu_mb,0.01
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.08223010796782573
violation,9.796577829848648
violation_original_nonlinear,8.703904391470873
violation_rxn,17.335560607765917
violation_mb,0.07224817517583024
prediction_time_sec,0.0003556204028427601
