model,PINN
model_id,PINN2D_rxn3em05_mb0p001
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,3e-05
mu_mb,0.001
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.39903841122095124
violation,216.04286235461453
violation_original_nonlinear,9.580702798026003
violation_rxn,17.64073978219878
violation_mb,1.5206658138532287
prediction_time_sec,0.0003523253835737705
