model,PINN
model_id,PINN2D_selected
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,3e-06
mu_mb,0.001
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,test
runs,1
run,18
seed,18
loss_type,PINN
rmse_total,0.0444122825600146
violation,2.472053230421843
violation_original_nonlinear,2.82692610202339
violation_rxn,5.598531455059515
violation_mb,0.055320748987265675
prediction_time_sec,0.0003685345873236656
