model,PINN
model_id,PINN2D_rxn0p0003_mb0
input_dim,2
hidden_dim,32
hidden_num,2
z0_dim,3
optimizer,adam
epochs,1000
batch_size,16
lr,0.0001
mu_rxn,0.0003
mu_mb,0.0
max_subiter,500
eta,0.8
sigma,2
mu_safe,1000000000.0
dtype,64
dataset_type,cstr
dataset_path,data.csv
val_ratio,0.2
job,experiment
eval_split,val
runs,1
run,1
seed,1
loss_type,PINN
rmse_total,0.2788091742419505
violation,13.043951871760264
violation_original_nonlinear,1.5525175584074258
violation_rxn,2.4973460741090263
violation_mb,0.6076890427058255
prediction_time_sec,0.0003691953606903553
